customer_id,Contact,Segment
40801256,486-258-3256,Gold
67052896,328-159-3275,Silver
15323667,489-326-8267,Silver
67070056,825-189-8961,Platinum
20607084,986-435-7468,Silver
86886743,823-732-3156,Platinum
52995625,129-598-3652,Gold
63137507,347-689-5786,Platinum
56250763,983-156-3481,Platinum
35593972,854-195-3892,Gold
86820732,952-123-3526,Gold
45113346,146-429-5398,Silver
54668401,247-219-5483,Platinum
80002521,178-723-8945,Platinum
14664886,396-428-6874,Silver
29903212,279-918-3268,Platinum
95628948,647-458-1294,Platinum
39497409,976-537-8734,Silver
77006226,641-295-5498,Platinum
23252820,674-215-4376,Silver
96116969,748-514-3246,Platinum
46076664,148-648-3179,Platinum
91322083,425-138-4538,Gold
34414080,645-754-1947,Silver
87607433,856-489-8236,Gold
99892000,395-246-6172,Gold
74633480,598-245-7941,Gold
16859101,639-138-8341,Silver
92362143,793-679-4175,Gold
41291823,982-936-8792,Gold
46710738,962-834-9361,Gold
47415706,179-574-5837,Gold
83944124,984-483-1653,Gold
58198965,752-392-1925,Platinum
80503762,892-124-9765,Silver
15214936,295-845-1275,Silver
81970531,513-368-1948,Platinum
12826843,924-524-2158,Platinum
20643817,542-287-9413,Gold
38369440,742-182-2491,Silver
69427973,875-685-4195,Platinum
3497881,873-612-3918,Gold
46678650,527-735-4351,Gold
17664425,961-243-4972,Gold
41128407,812-324-7932,Silver
75884493,196-435-7259,Gold
22580068,645-965-3267,Silver
49170442,821-347-4893,Silver
76962128,295-234-8213,Platinum
72991636,258-596-5932,Silver
24053072,573-549-3541,Silver
68458649,264-287-3795,Platinum
98401399,219-593-1674,Silver
8310837,498-387-9816,Silver
99170243,534-435-2968,Platinum
33314915,581-835-6243,Platinum
58693933,892-871-4967,Platinum
65898442,197-948-5692,Platinum
40303052,756-974-6729,Gold
94030912,358-672-8271,Gold
76282379,293-325-8742,Platinum
62528525,964-932-9364,Platinum
69526996,372-583-6278,Silver
88566888,982-362-7125,Silver
30015627,254-523-1634,Silver
70088729,453-475-2863,Silver
53042145,139-746-7128,Platinum
12499211,851-792-1325,Gold
3915010,832-789-5916,Platinum
23094322,138-136-4367,Gold
95863439,465-372-5829,Gold
72212627,693-927-5932,Silver
49164086,691-483-5398,Gold
44050095,314-298-9257,Platinum
10198314,176-861-1936,Platinum
84861652,241-947-3176,Gold
88489646,278-241-1657,Gold
89364843,837-432-3471,Gold
29459103,413-741-7425,Silver
86164274,843-361-2796,Platinum
41858669,694-974-1367,Silver
9113953,123-748-9215,Silver
6984936,546-428-8532,Platinum
37686146,974-576-2485,Silver
86088574,317-643-4523,Gold
73685982,943-981-6734,Platinum
63279444,812-481-7352,Gold
84080228,652-429-1295,Silver
99723844,457-752-1374,Gold
885337,321-534-5263,Platinum
22125988,938-182-5821,Silver
79391302,425-721-8315,Silver
75483302,517-792-6423,Platinum
86977672,539-124-8432,Platinum
7703371,418-179-2358,Gold
69101618,628-392-7835,Silver
20681481,496-453-2738,Gold
9897266,768-896-9716,Gold
69165409,843-784-1843,Silver
97226830,654-347-5163,Gold
66788290,735-872-2517,Silver
67697862,286-291-2315,Silver
69623124,765-763-6743,Silver
86445910,728-486-9516,Platinum
48445766,657-359-2536,Platinum
74787956,679-514-5894,Gold
45364348,342-564-3152,Gold
81661419,486-416-1928,Platinum
78301168,516-179-8162,Silver
91447671,298-195-6512,Silver
23445933,657-568-6495,Platinum
86320995,978-347-9514,Gold
77134414,693-239-2865,Silver
71986983,497-684-3678,Platinum
28528424,592-738-9582,Platinum
26346266,397-468-8746,Platinum
71259315,197-824-7356,Gold
78119838,268-851-1528,Silver
27598176,436-192-5639,Platinum
83135621,986-541-8762,Platinum
51760038,958-286-8926,Platinum
91002298,349-124-3976,Gold
16906248,278-253-8457,Gold
93133213,486-592-4186,Silver
18369428,256-457-9645,Gold
71676845,549-982-1984,Silver
68067526,871-381-6378,Silver
97169446,438-219-7419,Platinum
44453657,467-984-2893,Gold
32646041,815-567-6153,Platinum
41946743,756-245-4789,Gold
74207825,173-637-9613,Platinum
24247743,792-136-5173,Silver
69608621,523-793-4315,Silver
72664684,964-582-8145,Platinum
18174078,945-398-3528,Gold
34756508,182-247-2167,Silver
608461,963-187-2873,Platinum
12015897,465-854-9358,Silver
60965575,526-741-6397,Silver
81634435,937-675-5842,Gold
67849662,143-543-9264,Silver
96439036,359-671-3659,Gold
51033228,534-462-2657,Gold
58451506,673-574-7823,Gold
26734721,659-876-5694,Gold
20923121,617-927-8491,Silver
56425562,823-712-3528,Platinum
79174311,312-798-5213,Platinum
30119782,753-397-4823,Gold
57267299,128-576-3825,Silver
90217818,891-651-8671,Gold
70708127,189-276-3957,Platinum
75934330,951-941-3975,Platinum
71288937,692-817-1972,Gold
81526763,592-192-8417,Gold
78064067,713-457-9846,Gold
29854604,214-457-4352,Gold
8684318,145-563-2137,Gold
46513280,124-652-9816,Silver
6104555,456-218-8516,Gold
51669975,975-463-9541,Silver
3205230,352-354-2546,Platinum
87596868,573-396-3182,Silver
82089910,257-248-4825,Silver
57452643,348-562-2673,Platinum
65208809,286-128-6132,Platinum
6756905,924-427-8125,Silver
46850495,761-193-2346,Platinum
79539873,459-425-4319,Platinum
42364152,529-462-1635,Silver
19888166,712-651-9613,Gold
11256802,469-345-5617,Silver
61575264,182-385-1392,Gold
